sentence_id	text	translation	lemma	translation_token	translation_lemma
d002.s008	Moreover , the confidence of American consumers has clearly bounced back in December , to 73.4 against 67.4 the previous month , according to preliminary estimates from Michigan University 's index .	इसके अतिरिक्‍त, अमरीकी उपभोक्ताों का विश्‍वास स्पष्ट रूप से दिसम्बर , ६७.४ से पिछले महीने के ७,४४,००० के विरुद्ध है ।	moreover , the confidence of american consumer have clearly bounce back in december , to 73.4 against 67.4 the previous month , accord to preliminary estimate from michigan university 's index .	इसके अतिरिक्‍त, अमरीकी उपभोक्ताों का विश्‍वास स्पष्ट रूप से दिसम्बर , ६७.४ से पिछले महीने के ७,४४,००० के विरुद्ध है ।	इसके अतिरिक्‍त, अमरीकी उपभोक्ताों का विश्‍वास स्पष्ट रूप से दिसम्बर , ६७.४ से पिछले महीने के ७,४४,००० के विरुद्ध है ।
d002.s009	The indices have , however , been slowed by a renewed rise of the dollar , to a new two-month high against the Euro , which `` puts downward pressure on the sectors that are sensitive to the economic situation '' , explained Owen Fitzpatrick from Deutsche Bank .	लेकिन, Eddics डॉलर की एक नई शुरुआत द्वारा धीमा किया गया है, एक नया दो माह उच्च विमान के खिलाफ, जो Pdvids क्षेत्र पर नीचे दबाव डालता है कि आर्थिक स्थिति के प्रति संवेदनशील रहे हैं , फिट्ज़पैट्रिक ने कहा कि MSARS बैंक से।	the index have , however , be slow by a renew rise of the dollar , to a new two-month high against the euro , which `` put downward pressure on the sector that be sensitive to the economic situation '' , explain owen fitzpatrick from deutsche bank .	लेकिन, Eddics डॉलर की एक नई शुरुआत द्वारा धीमा किया गया है, एक नया दो माह उच्च विमान के खिलाफ, जो Pdvids क्षेत्र पर नीचे दबाव डालता है कि आर्थिक स्थिति के प्रति संवेदनशील रहे हैं , फिट्ज़पैट्रिक ने कहा कि MSARS बैंक से।	लेकिन, Eddics डॉलर की एक नई शुरुआत द्वारा धीमा किया गया है, एक नया दो माह उच्च विमान के खिलाफ, जो Pdvids क्षेत्र पर नीचे दबाव डालता है कि आर्थिक स्थिति के प्रति संवेदनशील रहे हैं , फिट्ज़पैट्रिक ने कहा कि MSARS बैंक से।
d002.s010	Technology securities have thereby lost some ground .	इस प्रकार किसी जमीन को खो दिया है।	technology security have thereby lose some ground .	इस प्रकार किसी जमीन को खो दिया है।	इस प्रकार किसी जमीन को खो दिया है।
d002.s011	The bond market has fallen .	बंधन बाजार गिर गया है.	the bond market have fall .	बंधन बाजार गिर गया है.	बंधन बाजार गिर गया है.
d002.s012	Treasury 10-year bond yields have grown to 3.540 % against 3.482 % on Tuesday evening , and 30-year bond yields are at 4.497 % against 4.492 % the previous evening .	Treury 10 साल का बंधन 3.540 % के खिलाफ है मंगलवार की शाम को, और 30 साल का बंधन सफल हो रहा है 4.492 % 4492 के खिलाफ.	treasury 10-year bond yield have grow to 3.540 % against 3.482 % on tuesday evening , and 30-year bond yield be at 4.497 % against 4.492 % the previous evening .	Treury 10 साल का बंधन 3.540 % के खिलाफ है मंगलवार की शाम को, और 30 साल का बंधन सफल हो रहा है 4.492 % 4492 के खिलाफ.	Treury 10 साल का बंधन 3.540 % के खिलाफ है मंगलवार की शाम को, और 30 साल का बंधन सफल हो रहा है 4.492 % 4492 के खिलाफ.
d003.s000	Iraqi Oil Ministry reaches deals with 10 foreign oil companies	इराकी तेल - सेवा 10 विदेशी तेल कंपनियों के साथ व्यवहार करती है	iraqi oil ministry reach deal with 10 foreign oil_company	इराकी तेल - सेवा 10 विदेशी तेल कंपनियों के साथ व्यवहार करती है	इराकी तेल - सेवा 10 विदेशी तेल कंपनियों के साथ व्यवहार करती है
d003.s001	Despite concerns about violence and political instability , the Iraqi government managed to attract major oil companies to rebuild its ailing infrastructure during two auctions that concluded Saturday .	हिंसा और राजनीतिक उथल - पुथल के बारे में चिन्तित होने के बावजूद, इराकी सरकार ने दो प्रवासियों के दौरान अपने बीमारों को दोबारा बनाने के लिए बड़े तेल कंपनियों को आकर्षित किया ।	despite concern about violence and political instability , the iraqi government manage to attract major oil_company to rebuild its ailing infrastructure during two auction that conclude saturday .	हिंसा और राजनीतिक उथल - पुथल के बारे में चिन्तित होने के बावजूद, इराकी सरकार ने दो प्रवासियों के दौरान अपने बीमारों को दोबारा बनाने के लिए बड़े तेल कंपनियों को आकर्षित किया ।	हिंसा और राजनीतिक उथल - पुथल के बारे में चिन्तित होने के बावजूद, इराकी सरकार ने दो प्रवासियों के दौरान अपने बीमारों को दोबारा बनाने के लिए बड़े तेल कंपनियों को आकर्षित किया ।
d003.s002	The 10 deals the Iraqi Oil Ministry reached with foreign oil companies suggest that China , Russia and European oil firms are poised to play a major role in refurbishing Iraq 's oil industry , crippled by decades of war and sanctions .	10 इराकी तेल कंपनियों के साथ चीन, रूस और यूरोपीय तेल की सेना के साथ संपर्क करने के लिए तैयार हैं इराक के तेल उद्योग, युद्ध और सरकारी अनुमतिओं के दशकों से अपंग होने के लिए।	the 10 deal the iraqi oil ministry reach with foreign oil_company suggest that china , russia and european oil firm be poise to play a major role in refurbish iraq 's oil_industry , cripple by decade of war and sanction .	10 इराकी तेल कंपनियों के साथ चीन, रूस और यूरोपीय तेल की सेना के साथ संपर्क करने के लिए तैयार हैं इराक के तेल उद्योग, युद्ध और सरकारी अनुमतिओं के दशकों से अपंग होने के लिए।	10 इराकी तेल कंपनियों के साथ चीन, रूस और यूरोपीय तेल की सेना के साथ संपर्क करने के लिए तैयार हैं इराक के तेल उद्योग, युद्ध और सरकारी अनुमतिओं के दशकों से अपंग होने के लिए।
d003.s003	American companies walked away with stakes in just two of the 10 auctioned fields .	अमरीकी कंपनियों ने 10 खूबसूरत खेतों में सिर्फ पत्थरों के साथ - साथ चलना शुरू किया ।	american company walk away with stake in just two of the 10 auction field .	अमरीकी कंपनियों ने 10 खूबसूरत खेतों में सिर्फ पत्थरों के साथ - साथ चलना शुरू किया ।	अमरीकी कंपनियों ने 10 खूबसूरत खेतों में सिर्फ पत्थरों के साथ - साथ चलना शुरू किया ।
d003.s004	Seven American companies had paid to participate in the second auction , which began Friday .	सात अमरीकी कंपनियों को दूसरे संघों में भाग लेने के लिए भुगतान किया गया था, जो शुक्रवार को शुरू हुआ ।	seven american company have pay to participate in the second auction , which begin friday .	सात अमरीकी कंपनियों को दूसरे संघों में भाग लेने के लिए भुगतान किया गया था, जो शुक्रवार को शुरू हुआ ।	सात अमरीकी कंपनियों को दूसरे संघों में भाग लेने के लिए भुगतान किया गया था, जो शुक्रवार को शुरू हुआ ।
d003.s005	The only one that submitted a bid lost .	केवल एक ही आदेश दिया गया है कि एक ही बार में खो दिया गया है।	the only one that submit a bid lose .	केवल एक ही आदेश दिया गया है कि एक ही बार में खो दिया गया है।	केवल एक ही आदेश दिया गया है कि एक ही बार में खो दिया गया है।
d003.s006	Two American companies reached deals for fields auctioned in June .	दो अमरीकी कंपनियों ने जून में खेतों के लिए सौदा प्राप्त किया।	two american company reach deal for field auction in june .	दो अमरीकी कंपनियों ने जून में खेतों के लिए सौदा प्राप्त किया।	दो अमरीकी कंपनियों ने जून में खेतों के लिए सौदा प्राप्त किया।
d003.s007	The meager representation of American oil giants in Iraq 's opening oil industry surprised analysts .	इराक के तेल उद्योग में अमेरिका के तेल की कम प्रतिनिधित्व आश्चर्य आश्चर्य.	the meager representation of american oil giant in iraq 's open oil_industry surprise analyst .	इराक के तेल उद्योग में अमेरिका के तेल की कम प्रतिनिधित्व आश्चर्य आश्चर्य.	इराक के तेल उद्योग में अमेरिका के तेल की कम प्रतिनिधित्व आश्चर्य आश्चर्य.
d003.s008	Iraq finally opened its doors after six years of war , and instead of U.S. companies , you have Asians and Europeans leading the way , said Ruba Husari , the editor of Iraq Oil Forum , an online news outlet .	इराक ने अपने छह साल युद्ध के बाद, और अमेरिका की कंपनियों के बजाय, तुम्हारे पास एशियाई और यूरोपीय लोग हैं, जो कि रास्ते की ओर ले जा रहे हैं, कहा कि इराकी तेल के लिए की संपादक, एक ऑनलाइन खबर है।	iraq finally open its door after six year of war , and instead of u.s. company , you have asian and european lead the way , say ruba husarus , the editor of iraq oil forum , a online news outlet .	इराक ने अपने छह साल युद्ध के बाद, और अमेरिका की कंपनियों के बजाय, तुम्हारे पास एशियाई और यूरोपीय लोग हैं, जो कि रास्ते की ओर ले जा रहे हैं, कहा कि इराकी तेल के लिए की संपादक, एक ऑनलाइन खबर है।	इराक ने अपने छह साल युद्ध के बाद, और अमेरिका की कंपनियों के बजाय, तुम्हारे पास एशियाई और यूरोपीय लोग हैं, जो कि रास्ते की ओर ले जा रहे हैं, कहा कि इराकी तेल के लिए की संपादक, एक ऑनलाइन खबर है।
d003.s009	It will be a long time before anything else will be on offer in Iraq .	यह एक लंबे समय से पहले इराक में भेंट पर होगा.	it will be a long_time before anything else will be on offer in iraq .	यह एक लंबे समय से पहले इराक में भेंट पर होगा.	यह एक लंबे समय से पहले इराक में भेंट पर होगा.
d003.s010	Concerns over security , underscored by massive coordinated bombings Tuesday , and political instability as the U.S. military withdraws , likely kept American oil companies from venturing more forcefully in Iraq , which has the world 's third-largest proven crude reserves , analysts said .	सुरक्षा के बारे में, विशाल समसियों ने मंगलवार के रूप में विशाल बमों द्वारा प्रोत्साहित किया, और अमेरिका सेना सेना के रूप में राजनीतिक परिरक्षण, संभवतः इराकी में और अधिक मजबूत तेल कंपनियों को बनाए रखा है, जो दुनिया के तीसरा बड़ा प्रभावशाली सुरक्षित सुरक्षित भंडार है.	concern over security , underscore by massive coordinate bombing tuesday , and political instability as the u.s. military withdraw , likely keep american oil_company from venture more forcefully in iraq , which have the world 's third-largest proven crude reserve , analyst say .	सुरक्षा के बारे में, विशाल समसियों ने मंगलवार के रूप में विशाल बमों द्वारा प्रोत्साहित किया, और अमेरिका सेना सेना के रूप में राजनीतिक परिरक्षण, संभवतः इराकी में और अधिक मजबूत तेल कंपनियों को बनाए रखा है, जो दुनिया के तीसरा बड़ा प्रभावशाली सुरक्षित सुरक्षित भंडार है.	सुरक्षा के बारे में, विशाल समसियों ने मंगलवार के रूप में विशाल बमों द्वारा प्रोत्साहित किया, और अमेरिका सेना सेना के रूप में राजनीतिक परिरक्षण, संभवतः इराकी में और अधिक मजबूत तेल कंपनियों को बनाए रखा है, जो दुनिया के तीसरा बड़ा प्रभावशाली सुरक्षित सुरक्षित भंडार है.
d003.s011	U.S. firms were in some cases at a disadvantage because rivals , particularly the Chinese and other government controlled energy firms , have markedly lower labor costs and are more prone to take risks because they do n't respond to shareholders .	U.S scs कुछ नुकसानों में थे क्योंकि, विशेष रूप से चीनी और अन्य सरकारी नियंत्रण ऊर्जा मजबूती पर नियंत्रण रखा है, और अधिक जोखिम उठाने के लिए कर रहे हैं क्योंकि वे पकड़े रखने के लिए कोई प्रतिक्रिया नहीं है.	u.s. firm be in some case at a disadvantage because rival , particularly the chinese and other government control energy firm , have markedly lower labor cost and be more prone to take risk because they do n't respond to shareholder .	U.S scs कुछ नुकसानों में थे क्योंकि, विशेष रूप से चीनी और अन्य सरकारी नियंत्रण ऊर्जा मजबूती पर नियंत्रण रखा है, और अधिक जोखिम उठाने के लिए कर रहे हैं क्योंकि वे पकड़े रखने के लिए कोई प्रतिक्रिया नहीं है.	U.S scs कुछ नुकसानों में थे क्योंकि, विशेष रूप से चीनी और अन्य सरकारी नियंत्रण ऊर्जा मजबूती पर नियंत्रण रखा है, और अधिक जोखिम उठाने के लिए कर रहे हैं क्योंकि वे पकड़े रखने के लिए कोई प्रतिक्रिया नहीं है.
d003.s012	Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .	ईक्सॉन-ओन और अजीब पेटेन्ट पेरोम. केवल अमरीकी कंपनियों थे जो सेवकाई के साथ व्यवहार कर रहे थे.	exxon-mobil and occidental petroleum inc. be the only american company that reach deal with the ministry .	ईक्सॉन-ओन और अजीब पेटेन्ट पेरोम. केवल अमरीकी कंपनियों थे जो सेवकाई के साथ व्यवहार कर रहे थे.	ईक्सॉन-ओन और अजीब पेटेन्ट पेरोम. केवल अमरीकी कंपनियों थे जो सेवकाई के साथ व्यवहार कर रहे थे.
d003.s013	Major U.S. firms such as Chevron and ConocoPhillips , which have cultivated close ties with the Iraqi Oil Ministry and have provided technical advice in recent years , walked away empty-handed .	गुरू अमेरिका की कड़ी, चेवविन और कॉनकोपीस जैसे दृढ़, जो इराकी तेल - सेवा के साथ निकट संबंध विकसित किया है और हाल के वर्षों में तकनीकी सलाह प्रदान की है, खाली हाथ से दूर चला गया.	major u.s. firm such as chevron and conocophillip , which have cultivate close tie with the iraqi oil ministry and have provide technical advice in recent year , walk away empty-handed .	गुरू अमेरिका की कड़ी, चेवविन और कॉनकोपीस जैसे दृढ़, जो इराकी तेल - सेवा के साथ निकट संबंध विकसित किया है और हाल के वर्षों में तकनीकी सलाह प्रदान की है, खाली हाथ से दूर चला गया.	गुरू अमेरिका की कड़ी, चेवविन और कॉनकोपीस जैसे दृढ़, जो इराकी तेल - सेवा के साथ निकट संबंध विकसित किया है और हाल के वर्षों में तकनीकी सलाह प्रदान की है, खाली हाथ से दूर चला गया.
d003.s014	Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .	रूसी दल लूकोल और गाज़ी दो अनुबंधों में ऊपरी सूली वाले थे जो इस सप्ताहांत का पुरस्कार देते थे ।	russian company lukoil and gazprom be the top stakeholder in two of the contract award this weekend .	रूसी दल लूकोल और गाज़ी दो अनुबंधों में ऊपरी सूली वाले थे जो इस सप्ताहांत का पुरस्कार देते थे ।	रूसी दल लूकोल और गाज़ी दो अनुबंधों में ऊपरी सूली वाले थे जो इस सप्ताहांत का पुरस्कार देते थे ।
d003.s015	State-owned China National Petroleum Corporation bid on more contracts than any other company and walked away with large stakes in contracts for two major fields .	किसी अन्य कंपनी से अधिक अनुबंधों पर सरकार राष्ट्रीय नैशनल पीटन का आदेश देती है और दो प्रमुख क्षेत्रों के लिए बड़े दांवों के साथ चला जाता है।	state-owned china national petroleum corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	किसी अन्य कंपनी से अधिक अनुबंधों पर सरकार राष्ट्रीय नैशनल पीटन का आदेश देती है और दो प्रमुख क्षेत्रों के लिए बड़े दांवों के साथ चला जाता है।	किसी अन्य कंपनी से अधिक अनुबंधों पर सरकार राष्ट्रीय नैशनल पीटन का आदेश देती है और दो प्रमुख क्षेत्रों के लिए बड़े दांवों के साथ चला जाता है।
d003.s016	We all know that China is on track to become a major economic as well as technological power , Oil Ministry spokesman Assam Jihad said .	हम सब जानते हैं कि चीन एक मुख्य आर्थिक और तकनीकी शक्‍ति बन गया है, तेल - सेवा सेवक आकार्ट ने कहा ।	we all know that china be on track to become a major economic as well as technological power , oil ministry spokesman assam jihad say .	हम सब जानते हैं कि चीन एक मुख्य आर्थिक और तकनीकी शक्‍ति बन गया है, तेल - सेवा सेवक आकार्ट ने कहा ।	हम सब जानते हैं कि चीन एक मुख्य आर्थिक और तकनीकी शक्‍ति बन गया है, तेल - सेवा सेवक आकार्ट ने कहा ।
d003.s017	We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .	हमें पूरा विश्‍वास है कि चीनी कंपनी अपने प्रतिस्पर्धियों के साथ होगी और इराक की ओर अपनी बाध्यताओं को पूरा करेगी ।	we feel confident that the chinese company will be on par with its competitor and will deliver on its commitment towards iraq .	हमें पूरा विश्‍वास है कि चीनी कंपनी अपने प्रतिस्पर्धियों के साथ होगी और इराक की ओर अपनी बाध्यताओं को पूरा करेगी ।	हमें पूरा विश्‍वास है कि चीनी कंपनी अपने प्रतिस्पर्धियों के साथ होगी और इराक की ओर अपनी बाध्यताओं को पूरा करेगी ।
d003.s018	Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .	हर हथियार का भुगतान करने के लिए तैयार हर क्षेत्र के ऊपर आउटपुट को बढ़ाने के लिए तैयार था.	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	हर हथियार का भुगतान करने के लिए तैयार हर क्षेत्र के ऊपर आउटपुट को बढ़ाने के लिए तैयार था.	हर हथियार का भुगतान करने के लिए तैयार हर क्षेत्र के ऊपर आउटपुट को बढ़ाने के लिए तैयार था.
d004.s000	US banks repay state support	यूएस बैंक भुगतान स्थिति समर्थन	us bank repay state support	यूएस बैंक भुगतान स्थिति समर्थन	यूएस बैंक भुगतान स्थिति समर्थन
d004.s001	The crisis-hit US major banks are breaking free from their state shackles .	संकट अमेरिका प्रमुख बैंक उनकी हालत के बंधनों से मुक्त तोड़ रहे हैं.	the crisis-hit us major bank be break free from they state shackle .	संकट अमेरिका प्रमुख बैंक उनकी हालत के बंधनों से मुक्त तोड़ रहे हैं.	संकट अमेरिका प्रमुख बैंक उनकी हालत के बंधनों से मुक्त तोड़ रहे हैं.
d004.s002	On Wednesday Bank of America repaid the support from the bank protection fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .	अमेरिका के बुधवार बैंक बैंक से प्राप्त समर्थन का भुगतान अमेरिका अमेरिका के 45 अरब डॉलर (लगभग 30 अरब डॉलर) एक जाना में.	on wednesday bank of america repay the support from the bank protection fund tarp in the amount usd 45 billion ( nearly eur 30 billion ) in one go .	अमेरिका के बुधवार बैंक बैंक से प्राप्त समर्थन का भुगतान अमेरिका अमेरिका के 45 अरब डॉलर (लगभग 30 अरब डॉलर) एक जाना में.	अमेरिका के बुधवार बैंक बैंक से प्राप्त समर्थन का भुगतान अमेरिका अमेरिका के 45 अरब डॉलर (लगभग 30 अरब डॉलर) एक जाना में.
d004.s003	And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the state support .	और, अमेरिका के रेडियोर सी.एन.बी. सी. सी.	and , accord to report from us broadcaster cnbc , citigroup be also plan to repay the state support .	और, अमेरिका के रेडियोर सी.एन.बी. सी. सी.	और, अमेरिका के रेडियोर सी.एन.बी. सी. सी.
d004.s004	The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high charges .	संस्थाएँ अपने आप को उन प्रतिबंधों से मुक्काना चाहते हैं जो पैसे की स्वीकृति के साथ जा रहे हैं, जैसे कि प्रबंधकों पर सीमाओं और उच्च आरोपों का भुगतान।	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	संस्थाएँ अपने आप को उन प्रतिबंधों से मुक्काना चाहते हैं जो पैसे की स्वीकृति के साथ जा रहे हैं, जैसे कि प्रबंधकों पर सीमाओं और उच्च आरोपों का भुगतान।	संस्थाएँ अपने आप को उन प्रतिबंधों से मुक्काना चाहते हैं जो पैसे की स्वीकृति के साथ जा रहे हैं, जैसे कि प्रबंधकों पर सीमाओं और उच्च आरोपों का भुगतान।
d004.s005	Bank of America had raised some USD 19 billion from investors through convertible loans .	अमेरिका के बैंक ने परिवर्तनों के माध्यम से निवेशकों से कुछ अमेरिका १९ अरब उठाया था.	bank of america have raise some usd 19 billion from investor through convertible loan .	अमेरिका के बैंक ने परिवर्तनों के माध्यम से निवेशकों से कुछ अमेरिका १९ अरब उठाया था.	अमेरिका के बैंक ने परिवर्तनों के माध्यम से निवेशकों से कुछ अमेरिका १९ अरब उठाया था.
d004.s006	The rest of the amount was taken from its own kitty , which was well filled through the sale of business units .	शेष राशि अपने ही किटी से ली गयी थी, जो व्यापार इकाइयों की बिक्री के माध्यम से अच्छी तरह भरी गयी थी.	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	शेष राशि अपने ही किटी से ली गयी थी, जो व्यापार इकाइयों की बिक्री के माध्यम से अच्छी तरह भरी गयी थी.	शेष राशि अपने ही किटी से ली गयी थी, जो व्यापार इकाइयों की बिक्री के माध्यम से अच्छी तरह भरी गयी थी.
d004.s007	Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .	बैंक के अध्यक्ष, केनेथसन ने बुधवार शाम को अमरीकी करदाता के लिए अपना आभार व्यक्‍त किया: कर्‌स इन्जेक्शन ने बहुत ही कठिन समय से मदद की ।	bank head kenneth lewi extend he express thanks to the american taxpayer on wednesday evening : the cash injection help over a very difficult time .	बैंक के अध्यक्ष, केनेथसन ने बुधवार शाम को अमरीकी करदाता के लिए अपना आभार व्यक्‍त किया: कर्‌स इन्जेक्शन ने बहुत ही कठिन समय से मदद की ।	बैंक के अध्यक्ष, केनेथसन ने बुधवार शाम को अमरीकी करदाता के लिए अपना आभार व्यक्‍त किया: कर्‌स इन्जेक्शन ने बहुत ही कठिन समय से मदद की ।
d004.s008	The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .	बैंक मेक्सरिल ले जाने के द्वारा बैंक में आर्थिक संकट की रफ्तार से आगे बढ़ रहा था ।	the bank overstretch at the height of the financial crisis by take over the investment bank merrill lynch .	बैंक मेक्सरिल ले जाने के द्वारा बैंक में आर्थिक संकट की रफ्तार से आगे बढ़ रहा था ।	बैंक मेक्सरिल ले जाने के द्वारा बैंक में आर्थिक संकट की रफ्तार से आगे बढ़ रहा था ।
d004.s009	Citigroup also plans to raise cash on the capital market to free itself from its liabilities with the state .	इसके अलावा, राजधानी बाजार पर पैसा कमाने की योजना भी अपने आप को राज्य के साथ मुक्त करने के लिए योजना बना रही है.	citigroup also plan to raise cash on the capital market to free itself from its liability with the state .	इसके अलावा, राजधानी बाजार पर पैसा कमाने की योजना भी अपने आप को राज्य के साथ मुक्त करने के लिए योजना बना रही है.	इसके अलावा, राजधानी बाजार पर पैसा कमाने की योजना भी अपने आप को राज्य के साथ मुक्त करने के लिए योजना बना रही है.
d004.s010	Already on Thursday , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .	पहले से ही गुरुवार को, अमरीकी बैंक कुछ अमेरिका २० अरब की राजधानी की घोषणा करने में समर्थ था, जो कि वृत्तों के संदर्भ के साथ सीएनबीसी ने रिपोर्ट की ।	already on thursday , the us bank be able to announce a capital increase of some usd 20 billion , report cnbc with reference to circle .	पहले से ही गुरुवार को, अमरीकी बैंक कुछ अमेरिका २० अरब की राजधानी की घोषणा करने में समर्थ था, जो कि वृत्तों के संदर्भ के साथ सीएनबीसी ने रिपोर्ट की ।	पहले से ही गुरुवार को, अमरीकी बैंक कुछ अमेरिका २० अरब की राजधानी की घोषणा करने में समर्थ था, जो कि वृत्तों के संदर्भ के साथ सीएनबीसी ने रिपोर्ट की ।
d004.s011	A Citigroup spokesman declined to comment .	एक समूह के प्रवक्‍ता ने टिप्पणी करने से इनकार कर दिया ।	a citigroup spokesman decline to comment .	एक समूह के प्रवक्‍ता ने टिप्पणी करने से इनकार कर दिया ।	एक समूह के प्रवक्‍ता ने टिप्पणी करने से इनकार कर दिया ।
d004.s012	Goldman Sachs , JP Morgan Chase and Morgan Stanley had already repaid their support in June .	सोनेमैन सिगन , जेपी मॉर्गा और मॉरगनली ने पहले ही जून जून में अपना समर्थन चुका दिया था ।	goldman sach , jp morgan chase and morgan stanley have already repay they support in june .	सोनेमैन सिगन , जेपी मॉर्गा और मॉरगनली ने पहले ही जून जून में अपना समर्थन चुका दिया था ।	सोनेमैन सिगन , जेपी मॉर्गा और मॉरगनली ने पहले ही जून जून में अपना समर्थन चुका दिया था ।
d005.s000	Cheshire Appeal Will Point to Twitter	चेलवुड का अपील्सन	cheshire appeal will point to twitter	चेलवुड का अपील्सन	चेलवुड का अपील्सन
d005.s001	There were half a dozen of them typing away in the courtroom rows .	अदालती पंक्‍तियों में आधे से अधिक टाइप कर रहे थे ।	there be half_a_dozen of they typing away in the courtroom row .	अदालती पंक्‍तियों में आधे से अधिक टाइप कर रहे थे ।	अदालती पंक्‍तियों में आधे से अधिक टाइप कर रहे थे ।
d005.s002	Minute by minute , they sent out reports of gruesome testimony via Twitter .	एक मिनट में, वे ट्विटर के माध्यम से भयंकर गवाही की खबर भेजा.	minute by minute , they send out report of gruesome testimony via twitter .	एक मिनट में, वे ट्विटर के माध्यम से भयंकर गवाही की खबर भेजा.	एक मिनट में, वे ट्विटर के माध्यम से भयंकर गवाही की खबर भेजा.
d005.s003	In the end , the defense says , there were more than 140,000 Twitter messages about the trial that dealt with rape and children tied to their beds in a house that was set ablaze .	इसके बाद, रक्षा कहती है कि इस तरह की सुरक्षा के लिए, बलात्कार और बच्चों के साथ व्यवहार करनेवाले परीक्षणों के बारे में १,००,००० से भी ज़्यादा संदेश थे जो बलात्कार और बच्चों के साथ एक ऐसे घर में लगे हुए थे जिसमें आग लगा दी गयी थी ।	in the end , the defense say , there be more than 140,000 twitter message about the trial that deal with rape and child tie to they bed in a house that be set ablaze .	इसके बाद, रक्षा कहती है कि इस तरह की सुरक्षा के लिए, बलात्कार और बच्चों के साथ व्यवहार करनेवाले परीक्षणों के बारे में १,००,००० से भी ज़्यादा संदेश थे जो बलात्कार और बच्चों के साथ एक ऐसे घर में लगे हुए थे जिसमें आग लगा दी गयी थी ।	इसके बाद, रक्षा कहती है कि इस तरह की सुरक्षा के लिए, बलात्कार और बच्चों के साथ व्यवहार करनेवाले परीक्षणों के बारे में १,००,००० से भी ज़्यादा संदेश थे जो बलात्कार और बच्चों के साथ एक ऐसे घर में लगे हुए थे जिसमें आग लगा दी गयी थी ।
d005.s004	On Thursday , the widely followed trial of Steven J. Hayes , who was convicted of killing three members of a Cheshire , Conn. , family , is set to come to an official end with the judge 's imposition of the death sentence voted for by the jury .	गुरुवार को, राष्ट्रपति जे. हेज़, जो कि एक चेलवुड, कॉनन के तीन सदस्यों को मारने के दोषी ठहराया गया था।	on thursday , the widely follow trial of steven j. haye , who be convict of kill three member of a cheshire , conn. , family , be set to come to a official end with the judge 's imposition of the death sentence vote for by the jury .	गुरुवार को, राष्ट्रपति जे. हेज़, जो कि एक चेलवुड, कॉनन के तीन सदस्यों को मारने के दोषी ठहराया गया था।	गुरुवार को, राष्ट्रपति जे. हेज़, जो कि एक चेलवुड, कॉनन के तीन सदस्यों को मारने के दोषी ठहराया गया था।
